Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3Z5S39MAJ9IKWRXHXSPWVQKOGLHRAA,2021-08-17 20:16:23 -0700,2021-08-18 00:24:44 -0700,AssignmentPayment,,A2XNLWE8B2EG2L,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3SB4CE2TJWWADG9T2O2GTJFZU93XAT
3LIGPJO4OJBC5J7G9ZR54I7DR65MVQ,2021-08-17 20:16:23 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3SB4CE2TJWWADG9T2O2GTJFZU93XAT
32X20B8RVV2FO9ZYJH3Q7R21DQEY94,2021-08-17 20:16:23 -0700,2021-08-18 02:59:07 -0700,AssignmentPayment,,AJFODC119DWRS,-1.500,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3Q5ZZ9ZEVPGNS9W4ZKZ759IKBMU58O
3X6OD7DWT4JG5Z80D6ICUA0M77STU9,2021-08-17 20:16:23 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3RSBJ6YZEDRGSEEFMAWAZN3ATD6OF4,3Q5ZZ9ZEVPGNS9W4ZKZ759IKBMU58O
38P79KNZZLORI18WDACEHZVR0SQIU9,2021-08-17 20:16:36 -0700,2021-08-18 02:44:10 -0700,AssignmentPayment,,A23HBDM16AW8O3,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3E47SOBEYRX1G0HWNGY6W4I86Z4IC0
34LN9J322UBPXYTDSMYI9OZIUAQEF5,2021-08-17 20:16:36 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3E47SOBEYRX1G0HWNGY6W4I86Z4IC0
33FV9N8BC134A5X18ARFZNGOL81IW8,2021-08-17 20:16:36 -0700,2021-08-18 02:14:32 -0700,AssignmentPayment,,A2JBTM4RLMU2YO,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3MAOD8E57RBHXZ3IBS7LFPZZTG4XNF
3J8RN2RVHR99BUKJNCMIC9BVAP3EH3,2021-08-17 20:16:36 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3MAOD8E57RBHXZ3IBS7LFPZZTG4XNF
3SK8BLWOWOEWRS3W7R1S02J2UNDUUT,2021-08-17 20:16:36 -0700,2021-08-18 00:48:49 -0700,AssignmentPayment,,A247912DYESX7M,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3S96KQ6I9N51U63LHOSLUH2Z2GCTD8
3KX323Y34VKEU1JI1DTI35OWDDEQFT,2021-08-17 20:16:36 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3S96KQ6I9N51U63LHOSLUH2Z2GCTD8
38TUNLZ38DSH4UD7CCLNRSZJPGFVTS,2021-08-17 20:16:36 -0700,2021-08-17 23:11:56 -0700,AssignmentPayment,,A1SHLWKA0UH1IS,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3TMFV4NEP9FH5SBOVLMGV9VXVJXW8V
3G1GTE44330M0OYMJHYCQDD1XY1RED,2021-08-17 20:16:36 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3TMFV4NEP9FH5SBOVLMGV9VXVJXW8V
3ZMA65KZ5BY8SALBEPYVV2UZ8HR0XR,2021-08-17 20:16:36 -0700,2021-08-18 01:25:58 -0700,AssignmentPayment,,A25PFSORDO3SWQ,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3UOUJI6MTEFUSPNR8TJ7TKRT1CVXU5
33CVHR749T93OPHUEUY9YRJAH6NWIU,2021-08-17 20:16:36 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3UOUJI6MTEFUSPNR8TJ7TKRT1CVXU5
3VVZOV8CM1GZX864V6T5ZY189F13N5,2021-08-17 20:16:36 -0700,2021-08-17 23:18:23 -0700,AssignmentPayment,,A2G6PQM3FF1SGQ,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3DR23U6WE6F6MCHLDJ350ZKK2SDTE1
3Y82DR129JTETEAMGV6PK6JEVCMZ8F,2021-08-17 20:16:36 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3DR23U6WE6F6MCHLDJ350ZKK2SDTE1
3MC8R14GAII61IZ2FJDA2QZOUF1OOX,2021-08-17 20:16:37 -0700,2021-08-17 23:43:51 -0700,AssignmentPayment,,A3KYWJJ6RTHSKK,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3IO1LGZLKAYJBDWI439CXFWK7H5867
3DSYEEX1N57JIOUALM9TXNQCB9RK93,2021-08-17 20:16:37 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3IO1LGZLKAYJBDWI439CXFWK7H5867
394YAEM6IZGYC2EVH1HMYXXR1QHYBE,2021-08-17 20:16:37 -0700,2021-08-17 23:42:59 -0700,AssignmentPayment,,ADD4CIDYCKN66,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3FTF2T8WLSJHJXUY0DSUV5Q8FPFW9K
3SWCDAY86KYTX3X586XDCYLJSN3TW8,2021-08-17 20:16:37 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,3FTF2T8WLSJHJXUY0DSUV5Q8FPFW9K
3ZPVII0EI32XX5LQF7MGSNAAGHP0ZO,2021-08-17 20:16:37 -0700,2021-08-18 02:13:31 -0700,AssignmentPayment,,AP2PDEEJQHMYO,-1.500,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,34S6N1K2ZWKUN90IUB9KZB7G0WSLHH
3HVJA642T75UUK7IEXJLB7YN9ACWK5,2021-08-17 20:16:37 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3R5OYNIC2DA8WJ8HWUEE5RN1URAPTU,34S6N1K2ZWKUN90IUB9KZB7G0WSLHH
36126N1XNN18P6UFH6LN1LACGO2RCC,2021-08-17 20:16:46 -0700,2021-08-17 23:19:10 -0700,AssignmentPayment,,A1G34TESSXG1R8,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3CN4LGXD5YPKBWJMYJERZU08451Y4P
3B6GS40H4YO498CB9ESNS34Y7HDMXT,2021-08-17 20:16:46 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3CN4LGXD5YPKBWJMYJERZU08451Y4P
3G4GLA5B6BUNM4ETDXRIR9AF10FRE5,2021-08-17 20:16:46 -0700,2021-08-18 00:02:56 -0700,AssignmentPayment,,A2O2Y99RA9GFUJ,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3UJ1CZ6IZIQ5BTBDDI5CM0ILNG15SO
3B914HGWHQSTE3CQAWG8POK9FHBMZQ,2021-08-17 20:16:46 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3UJ1CZ6IZIQ5BTBDDI5CM0ILNG15SO
3EOKBL2OKQ8WHMHWH7L2SAN4M1VVV8,2021-08-17 20:16:46 -0700,2021-08-18 02:23:32 -0700,AssignmentPayment,,A18R8VOH72BF3L,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,33CKWXB73KL6TRB0ZCOGN9IVL0J11I
3UG3XSNSWIXKK2UDPCO0QGYDAEGRGU,2021-08-17 20:16:46 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,33CKWXB73KL6TRB0ZCOGN9IVL0J11I
34CKE6E105LOLBMRHMMKGVKP2C3VXB,2021-08-17 20:16:46 -0700,2021-08-18 01:19:07 -0700,AssignmentPayment,,A1DK6S5SHJPBFH,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3GNCZX450JO54772GXSZZ6TWSAVAPJ
3HKHGGG7TGHYGT08F0O3BSBTPR8RIM,2021-08-17 20:16:46 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3GNCZX450JO54772GXSZZ6TWSAVAPJ
32G493YMYAC09YL03FHOEY988UI113,2021-08-17 20:16:46 -0700,2021-08-18 00:13:10 -0700,AssignmentPayment,,A2CCTT5OKX0WC8,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3Z7VU45IPZI3ONW87NX8F327YG4Z1F
35OY74OGPYBPK87LZ9W1QKQRYF7WMA,2021-08-17 20:16:46 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3Z7VU45IPZI3ONW87NX8F327YG4Z1F
3S2W4733O3BAU1AC408ZQ72YJEZLZF,2021-08-17 20:16:47 -0700,2021-08-17 23:22:33 -0700,AssignmentPayment,,AFFXVHHBUWW4D,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3MX2NQ3YCAVD7AXC7SBZL8ZD2V35XW
3YAG3J0WRIMCXUCTJYXLA4O0UMZHKQ,2021-08-17 20:16:47 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3MX2NQ3YCAVD7AXC7SBZL8ZD2V35XW
3FHQY6NSYJPX5N7PW10MYQXB64CM1T,2021-08-17 20:16:47 -0700,2021-08-18 00:33:34 -0700,AssignmentPayment,,AV5FCKI1TTSKR,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3GFK2QRXXAIYIASMXNFDJPL6TTX5W3
3M3V0HKAN9S7NICW4AA1PHG4JRUHMV,2021-08-17 20:16:47 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3GFK2QRXXAIYIASMXNFDJPL6TTX5W3
34F5QJUGDXPDQ6M6I4A5DG00AC1VZ8,2021-08-17 20:16:47 -0700,2021-08-18 01:54:33 -0700,AssignmentPayment,,AAOAUY8049L00,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3GM6G9ZBKOY4Y09YUHROD7PTBU4TMQ
3V359VD5DUDPMOQWF39FO8Q6HVXRKX,2021-08-17 20:16:47 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,3GM6G9ZBKOY4Y09YUHROD7PTBU4TMQ
38PLTEJARHJWJ1ZFQJV72RO56EW13V,2021-08-17 20:16:47 -0700,2021-08-18 02:56:43 -0700,AssignmentPayment,,AL3G3SPODH5RH,-1.500,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,39L1G8WVWRS23UPFMG2ZB2XSJKX13A
3KLWRIK7VT1DKBSXCPBEIOFWTFMWOP,2021-08-17 20:16:47 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3XABXM4AJ26AYBH8T9I8E0HOLAB8QF,39L1G8WVWRS23UPFMG2ZB2XSJKX13A
3RFYUZLRREV8ZAS1NB93KK14WG1IY7,2021-08-17 20:16:54 -0700,2021-08-18 02:41:35 -0700,AssignmentPayment,,A1V6MGRE7772ZP,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3JZQSN0I3RBUNLVBOUO4JYQVOZ4GFH
3NMABV6SFBN520F9BCP3OMRANH7EJ8,2021-08-17 20:16:54 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3JZQSN0I3RBUNLVBOUO4JYQVOZ4GFH
3P9WE2CHYDTZXGMJ42J0HOMPKAN15L,2021-08-17 20:16:54 -0700,2021-08-18 01:36:57 -0700,AssignmentPayment,,A1G6DFTYUM578N,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3IAS3U3I0GHEVABOKDHJY459ZIOB2S
3I5AN9Q2LH1G5N5DR23I7TAW8G4WQX,2021-08-17 20:16:54 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3IAS3U3I0GHEVABOKDHJY459ZIOB2S
3STJ2RZIHR4Z0TIHBL6X3N639U23P1,2021-08-17 20:16:54 -0700,2021-08-18 02:08:23 -0700,AssignmentPayment,,A1GZ4Y5HNBTCES,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3DPNQGW4LMGISC9GS0JZG3GF5V964Y
3RF9914GO6XSC231DTQ3GXP9L0MZAJ,2021-08-17 20:16:54 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3DPNQGW4LMGISC9GS0JZG3GF5V964Y
3EX82BJPM6G7XQGMXLJU4TMKXIBJ0J,2021-08-17 20:16:55 -0700,2021-08-18 00:55:40 -0700,AssignmentPayment,,A2HOA8ZATV5019,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,36U2A8VAG205PY8PJB176BP41RRYKF
36A3QS4CT7EBXQ39EX1G4142R6CELA,2021-08-17 20:16:55 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,36U2A8VAG205PY8PJB176BP41RRYKF
3Z3HJVUAAZNET0J0C8N8NHFZUGVJ23,2021-08-17 20:16:55 -0700,2021-08-18 00:37:56 -0700,AssignmentPayment,,A2ZZTO2FAA3L6T,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,37TRT2X24RSE169WRYNBXLRQ1TAJBN
3ZP0OCI8KD91LQ6UQAHVHT8RW1CENC,2021-08-17 20:16:55 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,37TRT2X24RSE169WRYNBXLRQ1TAJBN
3KWMNSAB06I9MUCIUW5ERVUO9GJOQ5,2021-08-17 20:16:55 -0700,2021-08-18 00:28:24 -0700,AssignmentPayment,,AUEIQK7S1YYA,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3S06PH7KSS50LMRCF58BOBJ4AXM1D8
3KZUOHBGA9L26H97J6NPOTL2Z9UKBD,2021-08-17 20:16:55 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3S06PH7KSS50LMRCF58BOBJ4AXM1D8
35E1OT9AWI4RRZCFVX8STNLR4BTYDL,2021-08-17 20:16:55 -0700,2021-08-17 23:33:15 -0700,AssignmentPayment,,A2SOKI4FZ78ADQ,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,35H6S234SB10OVDG6529LVMT5R4653
3GWFYMBOLXQXM8S5N7F1XV6Z3V3TY7,2021-08-17 20:16:55 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,35H6S234SB10OVDG6529LVMT5R4653
30UK79JD8G7EKK02SVYXF80LBGI170,2021-08-17 20:16:55 -0700,2021-08-18 00:19:42 -0700,AssignmentPayment,,A2KNDIH7FHF7JL,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,31N2WW6R9SRTT9JNTFHK041MKUG3FD
3W11T4GQLKMSI3KQJ6SN2TPXQ4PWSM,2021-08-17 20:16:55 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,31N2WW6R9SRTT9JNTFHK041MKUG3FD
3ONRE5TGMVUIY3OV7SWHT4RR66619C,2021-08-17 20:16:55 -0700,2021-08-18 02:18:51 -0700,AssignmentPayment,,A3OZ8KF0HWSVWK,-1.500,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3JZQSN0I3RBUNLVBOUO4JYQVOZLGFY
3N7WJSGT6WZ8XGCU8BNNHU7LB1AWU2,2021-08-17 20:16:55 -0700,2021-08-18 00:36:46 -0700,FeePayment,,Mechanical Turk,-0.300,3BVS8WK9Q1WGJBRWJDX9W0G326FBIE,3JZQSN0I3RBUNLVBOUO4JYQVOZLGFY
